longer	ADV
crowds	VERB
the	DET
plate	NOUN
.	.

Its	PRON
maximum	ADJ
velocity	NOUN
is	VERB
72	NUM
mph	NOUN
.	.

But	CONJ
he	PRON
is	VERB
n't	ADV
worried	ADJ
.	.

He	PRON
has	VERB
good	ADJ
control	NOUN
.	.

He	PRON
will	VERB
keep	VERB
the	DET
ball	NOUN
down	PRT
,	.
move	VERB
it	PRON
around	ADV
.	.

Tuesday	NOUN
,	.
October	NOUN
31	NUM
,	.
1989	NUM

PRIME	ADJ
RATE	NOUN
:	.
10	NUM
1\/2	NUM
%	NOUN
.	.

The	DET
base	ADJ
rate	NOUN
on	ADP
corporate	ADJ
loans	NOUN
at	ADP
large	ADJ
U.S.	NOUN
money	NOUN
center	NOUN
commercial	ADJ
banks	NOUN
.	.

DISCOUNT	NOUN
RATE	NOUN
:	.
7	NUM
%	NOUN
.	.

The	DET
charge	NOUN
on	ADP
loans	NOUN
to	PRT
depository	NOUN
institutions	NOUN
by	ADP
the	DET
New	NOUN
York	NOUN
Federal	NOUN
Reserve	NOUN
Bank	NOUN
.	.

CALL	ADJ
MONEY	NOUN
:	.
9	NUM
3\/4	NUM
%	NOUN
to	PRT
10	NUM
%	NOUN
.	.

The	DET
charge	NOUN
on	ADP
loans	NOUN
to	PRT
brokers	NOUN
on	ADP
stock	NOUN
exchange	NOUN
collateral	NOUN
.	.

Negotiable	ADJ
,	.
bank-backed	ADJ
business	NOUN
credit	NOUN
instruments	NOUN
typically	ADV
financing	VERB
an	DET
import	NOUN
order	NOUN
.	.

These	DET
rate	NOUN
indications	NOUN
are	VERB
n't	ADV
directly	ADV
comparable	ADJ
;	.
lending	ADJ
practices	NOUN
vary	VERB
widely	ADV
by	ADP
location	NOUN
.	.

Source	NOUN
:	.
Telerate	NOUN
Systems	NOUN
Inc	NOUN
.	.

Source	NOUN
:	.
Telerate	NOUN
Systems	NOUN
Inc	NOUN
.	.

MERRILL	NOUN
LYNCH	NOUN
READY	NOUN
ASSETS	NOUN
TRUST	NOUN
:	.
8.63	NUM
%	NOUN
.	.

The	DET
August	NOUN
GDP	NOUN
was	VERB
up	ADV
2.4	NUM
%	NOUN
from	ADP
its	PRON
year-earlier	ADJ
level	NOUN
.	.

GDP	NOUN
is	VERB
the	DET
total	ADJ
value	NOUN
of	ADP
a	DET
nation	NOUN
's	PRT
output	NOUN
of	ADP
goods	NOUN
and	CONJ
services	NOUN
.	.

Output	NOUN
of	ADP
goods-producing	ADJ
industries	NOUN
increased	VERB
0.1	NUM
%	NOUN
.	.

It	PRON
also	ADV
reported	VERB
a	DET
2.6	NUM
%	NOUN
decline	NOUN
in	ADP
its	PRON
raw-materials	NOUN
price	NOUN
index	NOUN
for	ADP
September	NOUN
.	.

Indeed	ADV
,	.
the	DET
government	NOUN
is	VERB
taking	VERB
a	DET
calculated	ADJ
risk	NOUN
.	.

Bradley	NOUN
A.	NOUN
Stertz	NOUN
in	ADP
Detroit	NOUN
contributed	VERB
to	PRT
this	DET
article	NOUN
.	.

Mr.	NOUN
Tomash	NOUN
will	VERB
remain	VERB
as	ADP
a	DET
director	NOUN
emeritus	NOUN
.	.

Tokyo	NOUN
stocks	NOUN
rebounded	VERB
Tuesday	NOUN
from	ADP
two	NUM
consecutive	ADJ
daily	ADJ
losses	NOUN
in	ADP
relatively	ADV
active	ADJ
dealings	NOUN
.	.

The	DET
index	NOUN
fell	VERB
109.85	NUM
Monday	NOUN
.	.

Advancing	VERB
issues	NOUN
outnumbered	VERB
decliners	NOUN
542	NUM
to	PRT
362	NUM
,	.
while	ADP
208	NUM
issues	NOUN
were	VERB
unchanged	ADJ
.	.

Institutional	ADJ
investors	NOUN
mostly	ADV
remained	VERB
on	ADP
the	DET
sidelines	NOUN
Tuesday	NOUN
.	.

Third	X
,	.
oil	NOUN
prices	NOUN
have	VERB
n't	ADV
declined	VERB
although	ADP
supply	NOUN
has	VERB
been	VERB
increasing	VERB
.	.

Mitsubishi	NOUN
Estate	NOUN
ended	VERB
the	DET
day	NOUN
at	ADP
2680	NUM
,	.
up	ADV
150	NUM
.	.

Sumitomo	NOUN
Realty	NOUN
&	CONJ
Development	NOUN
rose	VERB
40	NUM
to	PRT
2170	NUM
.	.

Heiwa	NOUN
Real	NOUN
Estate	NOUN
gained	VERB
40	NUM
to	PRT
2210	NUM
.	.

No	DET
one	NOUN
wants	VERB
stock	NOUN
on	ADP
their	PRON
books	NOUN
.	.
''	.

At	ADP
the	DET
close	NOUN
,	.
the	DET
narrower	ADJ
30-share	ADJ
index	NOUN
was	VERB
up	ADV
19.7	NUM
points	NOUN
to	PRT
1721.4	NUM
.	.

Volume	NOUN
totaled	VERB
a	DET
modest	ADJ
334.5	NUM
million	NUM
shares	NOUN
,	.
up	ADV
from	ADP
257.8	NUM
million	NUM
shares	NOUN
Monday	NOUN
.	.

The	DET
DAX	NOUN
index	NOUN
closed	VERB
at	ADP
1472.76	NUM
,	.
up	ADV
from	ADP
1466.29	NUM
.	.

Elsewhere	ADV
,	.
share	NOUN
prices	NOUN
closed	VERB
higher	ADV
in	ADP
Amsterdam	NOUN
,	.
Brussels	NOUN
,	.
Milan	NOUN
and	CONJ
Paris	NOUN
.	.

Prices	NOUN
were	VERB
mixed	ADJ
in	ADP
Zurich	NOUN
and	CONJ
lower	ADJ
in	ADP
Stockholm	NOUN
.	.

The	DET
percentage	NOUN
change	NOUN
is	VERB
since	ADP
year-end	NOUN
.	.

An	DET
official	NOUN
linked	VERB
the	DET
gain	NOUN
essentially	ADV
to	PRT
higher	ADJ
prices	NOUN
for	ADP
beef	NOUN
and	CONJ
pork	NOUN
.	.

Yields	NOUN
on	ADP
savings-type	ADJ
certificates	NOUN
of	ADP
deposit	NOUN
dropped	VERB
slightly	ADV
in	ADP
the	DET
week	NOUN
ended	VERB
yesterday	NOUN
.	.

The	DET
average	ADJ
three-month	ADJ
issue	NOUN
rose	VERB
to	PRT
8.05	NUM
%	NOUN
from	ADP
7.77	NUM
%	NOUN
.	.

For	ADP
longer-term	ADJ
CDs	NOUN
,	.
yields	NOUN
were	VERB
up	PRT
.	.

Mr.	NOUN
Mehl	NOUN
attributed	VERB
the	DET
rise	NOUN
specifically	ADV
to	PRT
the	DET
Treasury	NOUN
bill	NOUN
increase	NOUN
.	.

The	DET
average	ADJ
yield	NOUN
there	ADV
on	ADP
six-month	ADJ
issues	NOUN
is	VERB
8.32	NUM
%	NOUN
.	.

Back	ADV
in	ADP
the	DET
U.S.A.	NOUN
this	DET
kind	NOUN
of	ADP
chi-chi	ADJ
airborne	ADJ
activity	NOUN
wins	VERB
heartwarmingly	ADV
covetous	ADJ
responses	NOUN
.	.

I	PRON
'm	VERB
not	ADV
referring	VERB
to	PRT
the	DET
traditional	ADJ
champagne	NOUN
drenching	NOUN
during	ADP
the	DET
back-on-terra-firma	ADJ
toast	NOUN
.	.

We	PRON
were	VERB
coming	VERB
down	ADV
straight	ADV
into	ADP
their	PRON
canal	NOUN
.	.

I	PRON
looked	VERB
at	ADP
my	PRON
watch	NOUN
.	.

Ms.	NOUN
de	NOUN
Vries	NOUN
is	VERB
a	DET
free-lance	ADJ
writer	NOUN
.	.

A	DET
Fed	NOUN
spokesman	NOUN
denied	VERB
Mr.	NOUN
LaFalce	NOUN
's	PRT
statement	NOUN
.	.

The	DET
board	NOUN
increased	VERB
by	ADP
one	NUM
to	PRT
26	NUM
members	NOUN
.	.

In	ADP
the	DET
past	NOUN
year	NOUN
,	.
one	NUM
inside	ADJ
director	NOUN
resigned	VERB
,	.
while	ADP
three	NUM
others	NOUN
retired	VERB
.	.

Mr.	NOUN
Bush	NOUN
has	VERB
called	VERB
for	ADP
an	DET
agreement	NOUN
by	ADP
next	ADJ
September	NOUN
at	ADP
the	DET
latest	ADJ
.	.

NATO	NOUN
has	VERB
n't	ADV
budged	VERB
from	ADP
its	PRON
insistence	NOUN
that	ADP
any	DET
gun-carrying	ADJ
plane	NOUN
has	VERB
offensive	ADJ
capability	NOUN
.	.

Accounting	NOUN
problems	NOUN
raise	VERB
more	ADJ
knotty	ADJ
issues	NOUN
.	.

The	DET
venture	NOUN
would	VERB
be	VERB
the	DET
latest	ADJ
in	ADP
Coke	NOUN
's	PRT
rapid	ADJ
expansion	NOUN
of	ADP
overseas	ADJ
investment	NOUN
.	.

In	ADP
Singapore	NOUN
,	.
per-capita	ADJ
consumption	NOUN
is	VERB
about	ADP
one-third	NOUN
that	ADP
of	ADP
the	DET
U.S.	NOUN
.	.

As	ADP
of	ADP
Sept.	NOUN
30	NUM
,	.
American	NOUN
Brands	NOUN
had	VERB
95.2	NUM
million	NUM
shares	NOUN
outstanding	ADJ
.	.

Saul	NOUN
Resnick	NOUN

Vice	NOUN
President	NOUN

Public	NOUN
Affairs	NOUN

Democrats	NOUN
had	VERB
been	VERB
negotiating	VERB
with	ADP
some	DET
Republican	ADJ
congressional	ADJ
leaders	NOUN
on	ADP
a	DET
compromise	NOUN
lately	ADV
.	.

The	DET
Senate	NOUN
will	VERB
probably	ADV
vote	VERB
not	ADV
long	ADV
afterward	ADV
.	.

Gerald	NOUN
F.	NOUN
Seib	NOUN
contributed	VERB
to	PRT
this	DET
article	NOUN
.	.

Mr.	NOUN
Smith	NOUN
,	.
39	NUM
,	.
retains	VERB
the	DET
title	NOUN
of	ADP
chief	ADJ
financial	ADJ
officer	NOUN
.	.

The	DET
company	NOUN
has	VERB
been	VERB
manufacturing	VERB
carpet	NOUN
since	ADP
1967	NUM
.	.

This	DET
measure	NOUN
had	VERB
dropped	VERB
sharply	ADV
in	ADP
August	NOUN
.	.

Pilgrim	NOUN
had	VERB
been	VERB
closed	ADJ
for	ADP
32	NUM
months	NOUN
.	.

Accepted	ADJ
bids	NOUN
ranged	VERB
from	ADP
8.38	NUM
%	NOUN
to	PRT
8.395	NUM
%	NOUN
.	.

Accepted	ADJ
bids	NOUN
ranged	VERB
from	ADP
8	NUM
%	NOUN
to	PRT
8.019	NUM
%	NOUN
.	.

It	PRON
's	VERB
also	ADV
unnecessary	ADJ
.	.

They	PRON
promised	VERB
yet	ADV
more	ADJ
for	ADP
really	ADV
good	ADJ
stuff	NOUN
.	.

Some	DET
nights	NOUN
he	PRON
slept	VERB
under	ADP
his	PRON
desk	NOUN
.	.

His	PRON
boss	NOUN
complained	VERB
about	ADP
neglect	NOUN
of	ADP
other	ADJ
chores	NOUN
.	.

The	DET
White	NOUN
Sands	NOUN
missile	NOUN
range	NOUN
and	CONJ
CIA	NOUN
contractor	NOUN
Mitre	NOUN
Inc.	NOUN
were	VERB
among	ADP
the	DET
targets	NOUN
.	.

Finally	ADV
,	.
he	PRON
got	VERB
help	NOUN
.	.

Tymnet	NOUN
is	VERB
a	DET
major	ADJ
network	NOUN
linking	VERB
computers	NOUN
.	.

The	DET
West	NOUN
Germans	NOUN
then	ADV
took	VERB
over	ADV
and	CONJ
finally	ADV
found	VERB
Markus	NOUN
Hess	NOUN
.	.

He	PRON
savored	VERB
the	DET
humor	NOUN
of	ADP
his	PRON
uncombed	ADJ
appearance	NOUN
among	ADP
these	DET
buttoned-up	ADJ
chaps	NOUN
.	.

He	PRON
became	VERB
angry	ADJ
in	ADP
return	NOUN
.	.

At	ADP
several	ADJ
different	ADJ
levels	NOUN
,	.
it	PRON
's	VERB
a	DET
fascinating	ADJ
tale	NOUN
.	.

Mr.	NOUN
Melloan	NOUN
is	VERB
deputy	ADJ
editor	NOUN
of	ADP
the	DET
Journal	NOUN
.	.

The	DET
machine	NOUN
employs	VERB
reduced	ADJ
instruction-set	ADJ
computing	NOUN
,	.
or	CONJ
RISC	NOUN
,	.
technology	NOUN
.	.

Now	ADV
was	VERB
that	ADP
a	DET
quarter	NOUN
cup	NOUN
or	CONJ
a	DET
half	ADJ
cup	NOUN
?	.

And	CONJ
that	DET
puts	VERB
added	ADJ
pressure	NOUN
on	ADP
Chez	NOUN
Panisse	NOUN
dessert-menu	NOUN
planners	NOUN
.	.

A	DET
company	NOUN
spokesman	NOUN
did	VERB
n't	ADV
know	VERB
Mr.	NOUN
Wakeman	NOUN
's	PRT
age	NOUN
.	.

UNIFIRST	NOUN
Corp.	NOUN
declared	VERB
a	DET
2-for-1	ADJ
stock	NOUN
split	NOUN
.	.

The	DET
dividend	NOUN
had	VERB
been	VERB
five	NUM
cents	NOUN
a	DET
share	NOUN
.	.

The	DET
split	NOUN
will	VERB
raise	VERB
the	DET
number	NOUN
of	ADP
shares	NOUN
outstanding	ADJ
to	PRT
about	ADP
10.2	NUM
million	NUM
.	.

The	DET
Reserve	NOUN
Fund	NOUN

Baskets	NOUN
of	ADP
roses	NOUN
and	CONJ
potted	ADJ
palms	NOUN
adorned	VERB
his	PRON
bench	NOUN
.	.

The	DET
local	ADJ
American	NOUN
Legion	NOUN
color	NOUN
guard	NOUN
led	VERB
the	DET
way	NOUN
.	.

Some	DET
of	ADP
the	DET
allegations	NOUN
are	VERB
simply	ADV
bizarre	ADJ
.	.

Clearly	ADV
,	.
the	DET
judge	NOUN
has	VERB
had	VERB
his	PRON
share	NOUN
of	ADP
accomplishments	NOUN
.	.

``	.
He	PRON
's	VERB
sharp	ADJ
as	ADP
a	DET
tack	NOUN
.	.

He	PRON
could	VERB
grasp	VERB
an	DET
issue	NOUN
with	ADP
the	DET
blink	NOUN
of	ADP
an	DET
eye	NOUN
.	.
''	.

For	ADP
more	ADJ
than	ADP
a	DET
decade	NOUN
,	.
virtually	ADV
no	DET
one	NOUN
complained	VERB
about	ADP
Judge	NOUN
O'Kicki	NOUN
.	.

The	DET
dealership	NOUN
dutifully	ADV
recorded	VERB
the	DET
sale	NOUN
under	ADP
the	DET
name	NOUN
``	.
Judge	NOUN
O'Kicki	NOUN
.	.
''	.

The	DET
inquiry	NOUN
soon	ADV
focused	VERB
on	ADP
the	DET
judge	NOUN
.	.

Even	ADV
his	PRON
routine	ADJ
business	NOUN
transactions	NOUN
caused	VERB
trouble	NOUN
,	.
according	VERB
to	PRT
the	DET
grand	ADJ
jury	NOUN
report	NOUN
.	.

Later	ADV
,	.
the	DET
judge	NOUN
went	VERB
a	DET
step	NOUN
farther	ADV
.	.

The	DET
judge	NOUN
wrote	VERB
again	ADV
.	.

The	DET
bank	NOUN
acquiesced	VERB
.	.

Paul	NOUN
L.	NOUN
Kane	NOUN
,	.
Laurel	NOUN
's	PRT
president	NOUN
at	ADP
the	DET
time	NOUN
,	.
quickly	ADV
responded	VERB
.	.

The	DET
heart	NOUN
of	ADP
the	DET
case	NOUN
--	.
``	.
official	ADJ
oppression	NOUN
''	.
--	.
remains	VERB
intact	ADJ
.	.

It	PRON
should	VERB
be	VERB
a	DET
scream	NOUN
.	.

William	NOUN
S.	NOUN
Smith	NOUN

Virginia	NOUN
M.W.	NOUN
Gardiner	NOUN

Continental	NOUN
Cablevision	NOUN
Inc.	NOUN
--	.

Beatrice	NOUN
Co.	NOUN
--	.

The	DET
minimum	ADJ
coupon	NOUN
is	VERB
13	NUM
3\/4	NUM
%	NOUN
.	.

The	DET
initial	ADJ
coupon	NOUN
on	ADP
the	DET
floating-rate	ADJ
notes	NOUN
will	VERB
be	VERB
12.9375	NUM
%	NOUN
.	.

New	NOUN
Jersey	NOUN
Wastewater	NOUN
Treatment	NOUN
Trust	NOUN
--	.

Matagorda	NOUN
County	NOUN
Navigation	NOUN
District	NOUN
No.	NOUN
1	NUM
,	.
Texas	NOUN
--	.

Federal	NOUN
Home	NOUN
Loan	NOUN
Mortgage	NOUN
Corp.	NOUN
--	.

Complete	ADJ
details	NOUN
were	VERB
n't	ADV
immediately	ADV
available	ADJ
.	.

Lomas	NOUN
Mortgage	NOUN
Funding	NOUN
Corp.	NOUN
II	NOUN
--	.

J.C.	NOUN
Penney	NOUN
Co.	NOUN
--	.

Fees	NOUN
1	NUM
7\/8	NUM
.	.

Mason	NOUN
serves	VERB
commercial	ADJ
and	CONJ
government	NOUN
customers	NOUN
,	.
including	VERB
the	DET
National	NOUN
Institutes	NOUN
of	ADP
Health	NOUN
.	.

Japan	NOUN
has	VERB
found	VERB
another	DET
safe	ADJ
outlet	NOUN
for	ADP
its	PRON
money	NOUN
:	.
U.S.	NOUN
home	NOUN
mortgages	NOUN
.	.

Evidence	NOUN
of	ADP
the	DET
growing	VERB
Japanese	ADJ
demand	NOUN
for	ADP
mortgage	NOUN
securities	NOUN
abounds	VERB
.	.

These	DET
securities	NOUN
are	VERB
attractive	ADJ
to	PRT
Japanese	ADJ
investors	NOUN
for	ADP
three	NUM
reasons	NOUN
.	.

First	X
,	.
they	PRON
are	VERB
safe	ADJ
.	.

Second	X
,	.
they	PRON
are	VERB
liquid	ADJ
.	.

Third	X
,	.
they	PRON
offer	VERB
high	ADJ
yields	NOUN
.	.

``	.
So	ADV
they	PRON
were	VERB
surprised	ADJ
and	CONJ
very	ADV
disappointed	ADJ
by	ADP
prepayment	NOUN
.	.
''	.

As	ADP
a	DET
result	NOUN
,	.
Japanese	ADJ
investors	NOUN
steered	VERB
clear	ADV
of	ADP
the	DET
mortgage	NOUN
securities	NOUN
.	.

But	CONJ
they	PRON
did	VERB
n't	ADV
lose	VERB
touch	NOUN
with	ADP
the	DET
U.S.	NOUN
issuers	NOUN
.	.

Does	VERB
this	DET
corporation	NOUN
have	VERB
a	DET
high-quality	ADJ
management	NOUN
team	NOUN
with	ADP
a	DET
good	ADJ
track	NOUN
record	NOUN
?	.

The	DET
solution	NOUN
to	PRT
this	DET
problem	NOUN
is	VERB
a	DET
time-limited	ADJ
poison	NOUN
pill	NOUN
.	.

Mr.	NOUN
Blair	NOUN
and	CONJ
Hees	NOUN
have	VERB
been	VERB
feuding	VERB
for	ADP
months	NOUN
.	.

The	DET
Ontario	NOUN
Supreme	NOUN
Court	NOUN
overturned	VERB
Mr.	NOUN
Blair	NOUN
's	PRT
decision	NOUN
.	.

Enfield	NOUN
is	VERB
a	DET
holding	VERB
company	NOUN
with	ADP
interests	NOUN
in	ADP
manufacturing	VERB
concerns	NOUN
.	.

In	ADP
asset	NOUN
terms	NOUN
,	.
Mitsubishi	NOUN
Estate	NOUN
is	VERB
the	DET
largest	ADJ
real	ADJ
estate	NOUN
firm	NOUN
in	ADP
Japan	NOUN
.	.

Mitsubishi	NOUN
Estate	NOUN
is	VERB
one	NUM
of	ADP
the	DET
dozens	NOUN
of	ADP
companies	NOUN
in	ADP
today	NOUN
's	PRT
Mitsubishi	NOUN
group	NOUN
.	.

But	CONJ
the	DET
Rockefeller	NOUN
investment	NOUN
is	VERB
its	PRON
largest	ADJ
.	.

Meanwhile	ADV
,	.
at	ADP
home	NOUN
,	.
Mitsubishi	NOUN
has	VERB
control	VERB
of	ADP
some	DET
major	ADJ
projects	NOUN
.	.

The	DET
two	NUM
producers	NOUN
own	VERB
a	DET
combined	ADJ
28	NUM
%	NOUN
stake	NOUN
in	ADP
Guber-Peters	NOUN
.	.

``	.
This	DET
is	VERB
only	ADV
a	DET
further	ADJ
step	NOUN
in	ADP
a	DET
lengthy	ADJ
investigation	NOUN
.	.
''	.

`	.
Frequent	ADJ
Drinker	NOUN
'	.
Offer	NOUN
Stirs	VERB
Up	PRT
Spirited	ADJ
Debate	NOUN

Repeat	NOUN
customers	NOUN
also	ADV
can	VERB
purchase	VERB
luxury	NOUN
items	NOUN
at	ADP
reduced	ADJ
prices	NOUN
.	.

Chivas	NOUN
Class	NOUN
is	VERB
n't	ADV
the	DET
first	ADJ
such	ADJ
promotion	NOUN
.	.

But	CONJ
the	DET
scope	NOUN
of	ADP
Seagram	NOUN
's	PRT
Chivas	NOUN
promotion	NOUN
sets	VERB
it	PRON
apart	ADV
.	.

Goya	NOUN
Concocts	VERB
a	DET
Milk	NOUN
For	ADP
Hispanic	ADJ
Tastes	NOUN

That	DET
compares	VERB
with	ADP
3.5	NUM
%	NOUN
butterfat	NOUN
for	ADP
whole	ADJ
milk	NOUN
.	.

Jewelry	NOUN
Makers	NOUN
Copy	VERB
Cosmetics	NOUN
Sales	NOUN
Ploys	NOUN

FOR	ADP
YEARS	NOUN
,	.
costume	ADJ
jewelry	NOUN
makers	NOUN
fought	VERB
a	DET
losing	ADJ
battle	NOUN
.	.

Jewelry	NOUN
displays	NOUN
in	ADP
department	NOUN
stores	NOUN
were	VERB
often	ADV
cluttered	ADJ
and	CONJ
uninspired	ADJ
.	.

And	CONJ
the	DET
merchandise	NOUN
was	VERB
,	.
well	X
,	.
fake	ADJ
.	.

But	CONJ
there	DET
are	VERB
limits	NOUN
.	.

Trifari	NOUN
now	ADV
trains	VERB
sales	NOUN
help	NOUN
to	PRT
advise	VERB
customers	NOUN
on	ADP
the	DET
best	ADJ
earring	NOUN
styles	NOUN
.	.

Odds	NOUN
and	CONJ
Ends	NOUN

He	PRON
reset	VERB
opening	ADJ
arguments	NOUN
for	ADP
today	NOUN
.	.

She	PRON
now	ADV
lives	VERB
with	ADP
relatives	NOUN
in	ADP
Alabama	NOUN
.	.

Then	ADV
he	PRON
would	VERB
move	VERB
his	PRON
movement	NOUN
to	PRT
Europe	NOUN
.	.

Their	PRON
legacy	NOUN
lives	VERB
on	PRT
.	.

Some	DET
estimates	NOUN
have	VERB
gone	VERB
as	ADV
high	ADJ
as	ADP
80,000	NUM
members	NOUN
.	.

Defections	NOUN
,	.
burnouts	NOUN
,	.
and	CONJ
abduction	NOUN
``	.
deprogrammings	NOUN
''	.
kept	VERB
member	NOUN
turnover	NOUN
high	ADV
.	.

The	DET
reputed	ADJ
wealth	NOUN
of	ADP
the	DET
Unification	NOUN
Church	NOUN
is	VERB
another	DET
matter	NOUN
of	ADP
contention	NOUN
.	.

Yet	ADV
these	DET
purchases	NOUN
can	VERB
be	VERB
misleading	ADJ
.	.

Mr.	NOUN
Moon	NOUN
's	PRT
two	NUM
English-language	ADJ
U.S.	NOUN
newspapers	NOUN
illustrate	VERB
the	DET
scope	NOUN
of	ADP
this	DET
financial	ADJ
drain	NOUN
.	.

Panda	NOUN
Motors	NOUN
is	VERB
one	NUM
such	ADJ
investment	NOUN
.	.

NUCLEAR	NOUN
REACTOR	NOUN
FOR	ADP
ISRAEL	NOUN
?	.

The	DET
two	NUM
are	VERB
also	ADV
signing	VERB
a	DET
trade	NOUN
agreement	NOUN
.	.

Venezuela	NOUN
will	VERB
hold	VERB
a	DET
debt-equity	ADJ
auction	NOUN
Friday	NOUN
,	.
with	ADP
32	NUM
potential	ADJ
bidders	NOUN
participating	VERB
.	.

The	DET
Venezuelan	ADJ
central	ADJ
bank	NOUN
set	VERB
a	DET
30	NUM
%	NOUN
floor	NOUN
on	ADP
the	DET
bidding	NOUN
.	.

For	ADP
instance	NOUN
,	.
the	DET
documents	NOUN
could	VERB
involve	VERB
foreign	ADJ
business	NOUN
dealings	NOUN
or	CONJ
bank	NOUN
accounts	NOUN
.	.

U.S.	NOUN
.	.
AND	CONJ
BRITISH	ADJ
LAW	NOUN
FIRMS	NOUN
announce	VERB
rare	ADJ
joint	ADJ
venture	NOUN
in	ADP
Tokyo	NOUN
.	.

Ashurst	NOUN
is	VERB
new	ADJ
to	PRT
the	DET
Far	NOUN
East	NOUN
.	.

Sidley	NOUN
will	VERB
maintain	VERB
its	PRON
association	NOUN
with	ADP
the	DET
Hashidate	NOUN
Law	NOUN
Office	NOUN
in	ADP
